userID	artistID	weight
674	5574	75
336	1632	332
1804	492	167
1243	1145	88
596	1073	309
695	2676	33
810	10268	27
1622	3778	195
1442	5631	380
158	3484	931
23	871	154
135	3192	556
1209	99	45
2035	863	64
1057	2392	68
1357	8812	274
2068	2067	455
314	5591	172
133	1043	89
172	969	238
1180	306	420
2081	981	411
1873	349	480
1301	1601	1073
1149	9149	12
893	3462	101
236	3171	729
308	227	838
1795	689	187
1921	1179	389
150	528	79
1156	12771	396
2056	7191	9
1798	65	45
1636	542	40
1483	538	61
535	2392	169
1996	9910	233
1641	340	174
759	441	475
234	88	415
260	4923	96
963	9745	36
906	524	12011
954	4317	116
1831	707	934
375	300	199
1880	1934	426
1011	3247	558
2016	18232	82
1950	225	780
54	1597	59
1949	17842	346
1200	13073	554
985	1032	382
301	1400	133
1451	9277	249
808	89	4158
1495	10892	10
187	152	2114
463	4920	64
843	4198	201
665	229	190
119	936	621
1711	629	1654
904	65	2477
891	978	214
1792	1806	319
404	4821	189
492	7426	755
367	6200	202
572	310	128
824	2614	23
273	5061	1281
1578	544	101
1959	302	206
998	11694	162
189	496	241
1490	4170	2266
699	6957	492
578	6006	207
1816	12021	233
891	6390	352
756	985	27
523	7752	1
1779	10831	172
1221	13239	35
1047	11986	107
1327	98	19
1667	8002	13
1524	15180	532
315	4818	188
2058	722	37
936	11204	450
51	954	327
1057	914	48
1737	1701	372
1248	1936	234
1653	3291	188
1097	697	1465
582	8300	1269
1394	228	235
474	407	203
920	1182	118
1590	541	204
1866	377	386
515	7673	119
249	7	230
1295	1766	693
612	532	399
1327	1891	21
376	6269	116
1104	12129	141
2019	499	1017
411	2924	309
729	229	125
1451	14626	200
1880	161	1985
697	9353	853
456	7095	45
592	659	718
908	930	205
1459	3258	125
54	292	233
1425	3319	295
1211	10165	129
1654	15853	369
1742	424	430
1995	4228	510
827	10441	267
1498	13888	411
303	1804	383
1585	4130	2745
1528	67	104
1293	405	74
1381	13039	73
1032	11883	33
1782	16661	102
936	11128	393
576	8200	120
617	332	165
741	1043	312
920	815	98
1562	707	120
1480	7276	412
590	157	34
812	1672	649
531	1934	236
109	253	252
59	377	1779
2091	2222	47
340	3796	239
1113	301	77
759	206	168
301	735	849
719	9524	69
1184	3403	68
468	900	260
1733	8246	194
300	1415	2248
1147	12661	76
779	187	475
1388	1045	25
1974	15325	223
1576	4815	497
100	215	130
776	2379	125
1584	230	120
174	184	137
672	5239	98
721	197	414
2055	9144	583
72	71	23
174	3617	454
327	4572	336
922	137	43
1926	3206	1268
162	289	835
763	1859	171
1067	159	3480
704	6567	10
1211	985	126
261	4934	662
543	1104	643
1439	14565	264
2009	4704	152
2083	857	41
1928	2054	121
331	5757	116
635	5175	452
1653	1061	238
172	768	236
685	466	548
68	239	63
1352	2579	92
850	8314	799
1383	163	249
99	1400	269
1036	429	950
1757	2526	100
593	468	136
1807	16793	7
1879	854	310
302	1032	245
1261	3110	202
1469	2834	42
1010	59	2
613	212	5
635	430	73
350	3176	1113
284	2964	5
398	203	2466
2052	11630	758
225	814	1226
249	682	701
940	228	1190
941	228	1086
1536	1257	103
2068	10074	642
1733	4155	316
550	1522	221
1847	17031	16
871	5237	2859
1052	1151	274
899	540	537
307	5512	74
1517	2607	1014
380	915	636
798	1274	95
1708	172	269
972	7382	320
1200	857	167
466	389	108
314	966	298
1881	951	245
44	718	181
187	193	763
1822	4224	23
71	1132	180
142	2531	217
1021	1772	355
501	288	273
1299	946	394
296	5397	3
1930	17678	378
1545	425	287
218	4427	55
1390	234	266
347	978	2093
806	1130	479
2039	65	940
1236	812	2955
291	5267	135
784	331	532
404	5313	55
1036	10407	707
348	5957	27
321	830	37
1076	1627	84
1650	3791	734
1450	1390	194
1058	1453	227
1729	1947	105
635	418	717
46	290	669
441	58	159
1564	294	303
465	1520	115
711	9471	281
388	6398	1469
1771	55	92
1566	689	330
377	503	5065
1594	226	3661
1289	10108	345
1879	1980	271
1156	4110	909
1385	1934	47
2001	488	443
1018	846	1511
1580	686	264
1655	1660	247
531	458	190
1442	12779	375
722	5926	394
1354	982	93
133	889	778
1011	1680	252
1674	1246	196
1118	779	408
846	10589	1089
845	812	402
2057	536	293
1070	65	300
64	1842	157
104	1045	7325
832	10475	79
487	5767	186
920	490	124
951	45	447
1717	333	4639
453	172	238
1034	410	197
1195	7665	2646
614	540	650
1805	216	1795
1629	63	10156
249	811	223
1905	6421	314
823	4051	1394
279	5131	633
1860	953	319
1593	8605	120
114	918	22
927	11120	494
474	7303	246
491	1261	578
1302	418	124
1777	13203	666
571	525	1148
1623	1222	790
1989	18042	130
485	7384	32
595	163	1086
895	1369	787
1855	17139	134
1298	317	146
967	1180	321
1040	1853	356
2008	2788	683
187	1013	248
1316	212	329
723	333	247
1099	229	64
356	6019	1123
1517	279	752
573	3838	83
352	5982	84
1992	2541	513
1441	4731	351
1027	306	583
1696	1412	45
363	6134	562
382	1611	704
786	10031	273
1785	2137	982
1284	13649	354
1366	7777	96
750	9782	136
827	1206	66
620	8647	381
1661	190	341
1092	3490	2300
1187	440	175
1971	5879	2813
1761	16516	68
485	882	38
1616	288	224
689	328	38
638	329	147
530	548	26
155	1534	2074
1892	294	92
1743	768	1009
1149	12673	19
1408	9858	1
1919	716	184
1435	4696	127
837	10516	188
185	3910	127
2064	2839	18
17	548	1446
1941	17787	216
446	868	1734
1937	6794	498
367	489	268
75	498	3085
1616	289	876
249	1410	198
116	1941	132
50	1513	342
1493	34	128
1311	8768	71
464	533	1344
1058	290	106
326	288	283
2088	309	9
1997	733	1253
232	540	254
2034	196	174
409	547	27
1262	12407	1
664	5936	1005
173	2632	595
1099	690	43
1390	439	186
2065	350	639
1110	1110	2305
128	206	1117
1439	3171	295
316	2038	192
289	403	3021
878	793	185
1707	1414	174
1246	526	192
1316	3889	111
1315	13804	3
989	5150	407
728	4451	675
495	797	33
1493	1561	288
1293	234	32
383	962	178
2059	525	1418
362	229	182
795	67	2795
1632	325	136
416	2043	80
316	4504	226
1626	1772	73
1672	1075	447
2042	614	1368
41	1363	379
1394	167	449
1298	290	56
543	389	673
2047	72	1072
969	10604	371
1544	289	498
844	2847	464
11	467	793
1294	89	43
153	162	268
183	1412	541
1613	1852	3556
739	4620	97
1279	11237	64
1322	3727	530
2070	1239	156
786	10032	262
1277	9193	1679
1399	299	41
1704	3576	22
1008	1090	61
1922	5414	101
603	8490	38
919	4074	252
119	820	130
1555	4488	263
219	357	972
1160	10784	563
395	5105	96
2017	7324	216
264	4993	201
281	3471	41
201	3206	130
1621	15632	40
161	3561	1044
1599	5631	283
1398	5080	1212
1830	3081	1257
1542	4126	711
2041	378	422
1639	2023	374
2079	289	1709
266	3071	57
37	1207	312
365	6150	34
1981	1383	166
1509	328	337
1102	4025	193
634	1246	108
275	1772	17
2014	436	241
1644	15817	6
1755	1950	178
1833	16918	102
313	181	160
479	306	628
763	486	197
1496	1390	66
856	3444	192
5	218	184
972	11483	110
1293	1854	143
340	227	268
142	2289	59
2077	486	299
921	441	813
943	2637	169
712	9486	1
984	302	1835
555	8024	76
407	6580	31
430	5833	1052
345	585	26
396	6500	1181
1313	2139	293
196	1239	2306
1418	5125	795
1759	16498	571
1367	757	230
1554	3993	99
1883	17375	747
708	9446	3
428	5255	4695
1120	302	34
410	6608	50
489	7410	60
1532	1052	414
1192	227	711
1701	562	243
1367	592	322
547	619	75
1199	13071	331
291	291	870
1209	61	35
1439	2265	643
698	294	1244
1938	199	1118
161	3545	2590
281	5168	10
1118	229	410
546	188	8497
14	556	812
546	7713	1617
1463	14682	111
621	89	15112
1969	1616	544
1221	13252	21
639	8390	72
1388	81	23
1813	1684	116
195	4069	21
1680	163	409
1150	528	777
1427	10635	506
1401	706	2696
1590	3186	225
1825	3946	44
927	45	2045
820	10374	8
1896	199	210
538	1934	184
2080	59	1782
891	10859	175
1908	714	150
116	2912	434
1691	154	478
1161	12795	3546
1069	349	2625
500	7493	10
1555	4814	279
1921	1200	519
152	3404	122
325	5719	182
2094	18660	1360
840	1098	6011
1012	1974	91
539	5532	22
361	89	236
1613	209	870
934	226	313
324	1343	765
730	344	1018
1705	1412	342
578	816	138
601	8445	422
1368	333	226
1406	234	324
1600	15168	255
1404	632	551
809	1453	120
1188	895	1203
512	810	567
1022	2823	1052
1472	154	147
435	755	781
921	11036	1024
1734	294	5721
1911	539	866
754	1110	252
2084	424	2751
1632	300	846
1724	2716	71
9	394	345
1478	55	1153
1404	7147	692
1009	966	69
874	10738	384
1774	1075	103
1434	641	3954
2023	18276	25
771	278	46
533	7848	123
723	328	51
1405	454	234
1573	1400	254
1194	1708	2584
549	7928	868
1017	299	583
1462	679	1006
1121	12465	5
436	1652	2069
242	4699	92
1101	12344	410
1456	99	732
1771	67	730
85	190	95
170	918	1695
1456	14631	6342
1481	1689	3902
1511	538	64
1568	295	4040
1736	464	341
1351	300	68
739	9712	115
2	69	2720
980	11545	56
1856	17147	172
15	632	226
1433	4999	419
101	498	802
1380	1180	233
1919	4115	27
1053	4814	76
1956	17881	149
1191	306	76
1254	186	375
200	65	132
1499	15024	510
2019	333	1055
375	696	149
779	9987	47
1067	89	422
1078	12151	76
1291	77	50
253	349	788
1978	2346	211
667	7868	59
827	4457	268
1312	13770	119
1303	6146	214
586	6129	11
732	1243	455
1658	12555	475
909	292	53
352	543	103
896	407	405
933	1090	361
1396	163	509
786	1552	202
107	2734	13265
488	227	259
780	1073	52
1099	1131	148
493	5486	7
1836	2612	4
1607	316	72
1628	3319	537
835	2861	25
1146	217	252
1988	9158	62
960	107	8
926	777	153
1747	3778	30
662	6006	1173
1345	14008	37
2013	238	381
2054	686	28219
1348	1459	642
928	603	94
1384	2176	532
430	612	194
394	6469	150
895	152	577
695	9344	18
69	609	400
1838	154	659
1895	17471	564
1582	977	73
913	969	366
1505	1098	429
1844	65	188
1070	403	103
991	1244	332
1948	15892	1350
1856	524	243
650	317	251
1785	228	2190
651	8889	218
1064	163	97
1666	288	6633
1245	2815	437
950	2341	112
1697	16097	471
639	8790	71
423	51	732
1588	360	6
2099	7060	95
200	2853	216
213	377	444
262	4962	164
356	6023	945
1213	13192	41
580	5631	430
1669	930	50
568	8153	131
12	521	939
242	291	139
1244	6331	331
1861	11604	215
50	1517	279
146	298	457
744	9751	54
582	1196	984
166	3665	249
1961	1459	6037
715	5485	434
1691	56	1014
1904	3464	337
1708	2537	1030
1481	5440	1389
217	2475	231
2072	18562	2176
1815	199	445
1029	447	237
209	461	52
606	418	1157
660	9032	81
454	2042	308
2006	1945	274
1005	7665	655
602	8476	168
1319	6453	78
1189	461	650
286	306	96
1850	298	251
1525	352	22
266	3676	71
2079	461	257
680	97	1557
1459	706	67
326	472	75
1199	2639	283
1954	1402	62
244	246	137
141	3270	47
1746	416	2366
269	5022	22
11	481	293
1965	2392	179
95	797	226
1039	288	370
560	858	312
1677	16001	952
1580	794	234
1518	416	789
1753	475	55
1752	190	437
919	190	5858
919	432	607
1627	1415	349
1185	7781	278
840	614	63627
151	3376	97
1398	14314	698
2028	1745	557
1828	1246	776
198	4107	478
170	768	679
361	318	166
816	528	7
1221	4188	26
295	3476	620
1038	1892	237
1279	1424	79
425	680	493
958	288	81
951	1314	621
584	8309	6600
714	7516	98
390	1051	681
1090	12231	24
249	4772	932
2060	198	144
718	1983	1279
1872	498	3636
1318	6121	264
1319	65	89
1686	989	1910
1386	9050	111
1583	5768	583
1034	6635	145
150	321	55
1477	14785	10
1920	300	335
1023	157	434
50	227	2135
680	357	877
1097	359	1362
1321	450	79
263	679	190
1621	15634	33
1016	1375	887
2032	2521	2123
841	538	473
1067	1513	825
1011	2617	229
1177	12957	194
640	920	1022
231	67	176
1982	842	322
1957	6294	279
236	468	1102
678	917	72
722	299	125
140	3252	801
621	1383	1382
465	1400	261
424	487	652
1751	10676	55
314	5588	488
1052	3467	106
812	10309	287
1813	323	169
244	378	347
507	7550	258
2056	945	7
861	2082	343
1648	15830	8
1292	969	9
390	400	1240
25	908	222
1054	2184	1362
1890	4892	151
643	2541	498
1890	4244	154
861	1052	615
1154	12741	492
1333	207	412
1527	3247	394
1108	10556	60
200	1397	197
42	966	527
1600	532	1166
2055	3183	2508
710	1645	40
1210	227	5005
1183	1853	1629
258	295	2
781	325	112
1551	1091	936
1635	511	1083
1687	295	166
1445	292	828
129	71	73
151	378	77
625	6210	125
961	7272	379
2028	1099	368
2041	15218	302
1904	8657	133
624	96	736
1270	3754	107
527	680	505
1010	2526	3
1419	10526	340
602	436	343
411	6634	41
1956	511	420
539	1379	23
2040	228	145
767	9890	161
1531	3354	238
1216	230	158
2086	1109	105
149	198	1300
466	4561	182
200	511	135
544	3817	206
1538	858	15
1506	432	223
957	475	3323
1369	1043	140
684	498	372
995	289	174
585	4569	644
1687	689	166
1834	1051	2
34	1154	399
668	946	844
1784	687	447
1353	2191	325
738	1369	6369
32	808	123
1478	682	1094
1904	17496	175
1389	622	862
910	285	791
868	10695	212
226	534	135
1807	154	2
917	1504	4892
1054	444	1728
1791	3460	227
1270	2346	577
808	4716	243
440	1949	464
1783	366	390
617	1451	430
897	4616	348
1434	1936	281
1007	11775	66
578	1183	135
1660	2343	122
1766	289	3841
242	288	607
1452	3319	134
313	5580	169
1474	13381	325
58	321	236
264	186	720
1845	3920	724
190	3956	1228
1856	2022	419
25	349	231
511	2821	38
32	1090	1352
1382	10556	406
1226	289	768
1332	1602	605
1330	7259	416
1346	191	153
162	1034	174
2075	72	1994
795	191	311
578	8242	370
922	10479	196
1068	3734	87
637	917	117
1896	1394	151
372	727	67
908	5079	700
1037	1639	11
1192	959	1381
460	7127	127
1796	4074	1017
1795	154	755
178	1417	297
1962	5429	221
1080	1438	23
1086	2444	213
2034	4459	134
1038	7885	168
1994	920	83
388	718	5867
1858	1342	120
984	1455	2843
340	5850	184
1704	11024	38
2009	2614	130
1380	1470	349
280	1941	69
38	533	379
1303	602	199
78	845	117
1924	1861	1586
1464	380	811
128	3118	480
1091	12279	377
2006	5028	1479
1582	11803	266
1036	735	631
174	217	876
207	972	149
1362	936	121
1689	749	209
1398	371	548
1308	290	426
96	2569	10
1150	12681	1812
1214	8259	550
162	295	323
726	9587	1
1984	504	2790
936	9766	516
44	1422	161
1282	11080	235
920	810	101
562	8102	264
1688	16051	164
358	2582	116
1976	17978	559
1819	292	23
311	4618	380
652	503	76
1126	923	80
921	4603	732
1772	2840	1505
1765	56	67
1760	16502	277
870	1412	39
1641	15773	229
672	227	117
540	58	2929
1676	1987	352
1202	58	400
548	1358	235
754	235	292
985	302	3244
593	685	675
417	171	204
2031	704	10759
991	733	424
123	2605	377
531	686	1732
582	1555	1088
1816	712	254
2100	1134	1213
1022	1243	819
1532	333	375
101	1186	248
1885	17391	57
607	8521	257
1555	292	782
762	1104	103
1811	295	34243
492	7436	265
354	2646	10
420	6704	1318
1573	7355	130
1521	1042	903
291	5283	27
807	412	156
1779	16626	481
1060	1632	773
455	3562	2426
583	537	398
401	4828	62
1075	1990	771
413	298	888
619	430	561
229	294	2
1377	14207	763
413	466	456
1777	13185	817
1140	11742	127
784	211	1154
1635	13888	214
45	291	143
1192	9346	385
1373	3928	214
1780	2392	344
147	538	172
605	8508	351
1393	4875	360
347	5945	64
116	2179	266
1988	4817	108
862	289	465
76	2093	1483
1781	3889	116
1834	310	4
1887	7902	268
1711	12724	2061
101	768	123
299	298	453
1851	344	2676
1952	1249	217
1790	1400	265
805	1412	109
444	6971	109
1811	1613	330
1879	1413	284
1459	1150	121
1083	1375	264
574	706	207
334	225	2654
1081	12171	38
1525	346	51
263	877	2413
1339	546	309
547	7912	74
316	707	833
1164	1062	2336
458	67	75
1593	352	110
721	6224	183
212	4323	64
784	703	724
1846	2055	453
746	1745	236
1424	1185	333
274	395	118
482	716	52
317	2786	1167
2025	157	734
998	498	119
566	1302	59
800	1347	375
695	860	20
2092	427	445
268	2746	413
1371	768	195
500	749	186
1200	13074	528
1564	289	15282
1103	210	40
673	3078	1297
362	4828	407
1877	1705	245
2015	824	2310
1093	3660	176
1411	190	887
1465	3373	1046
1484	8937	549
1143	3320	144
64	1844	154
143	975	1311
118	2953	267
1524	163	970
601	1109	1074
489	424	217
1798	1104	27
1116	11062	19
1483	955	69
936	772	453
1596	4087	77
481	689	838
1015	3706	128
1911	3747	979
18	227	630
124	201	98
465	228	340
367	6191	1489
178	2964	292
1154	7054	587
1748	16431	140
1844	3281	522
713	1580	141
1209	6784	124
2011	1954	71
980	5342	69
1322	845	490
280	701	79
1477	14786	9
1171	1440	93
1109	7846	134
1275	1244	744
840	10540	384
247	3749	111
994	11628	717
61	1770	201
162	3568	646
1918	226	34
2032	9951	854
1046	701	388
1694	2135	1611
268	5003	601
202	4163	103
428	889	2954
1720	11850	930
1752	1781	210
2059	317	196
1006	709	221
1757	5307	191
341	5857	139
695	851	32
1367	1037	705
1549	182	301
1806	1098	338
706	2167	20
1084	4247	310
1490	12780	1436
474	328	697
1978	920	79
1506	15100	312
283	2605	77
795	686	142
525	1195	1344
1647	1854	147
1861	11624	256
153	2374	196
392	6453	79
907	868	2388
1502	5074	54
2072	3373	1523
978	196	349
1712	212	346
846	866	534
102	2626	1553
1759	10508	393
1403	1047	1037
1783	228	399
435	492	1697
1835	16936	38
2070	1857	502
612	906	1723
1675	1040	127
735	4087	71
899	2653	275
949	1188	1629
1919	8830	128
347	5937	375
404	1192	52
1270	6247	70
1912	10883	669
1966	424	414
5	207	259
465	154	647
1018	15	367
1556	920	1638
2053	972	253
185	72	100
2096	172	578
925	1098	1783
1374	726	991
906	1678	4750
351	234	46
917	11018	1316
1682	1195	857
194	3164	700
916	11010	785
608	8555	19
700	458	472
1040	2790	169
1426	14494	77
1318	289	523
1316	2902	160
1146	1672	249
2068	302	457
1237	1511	807
1178	698	367
155	3354	647
1074	1832	166
6	281	14
314	4463	339
2058	4309	50
646	328	123
1377	1632	784
1982	5604	261
1331	11485	556
1574	250	194
515	4616	118
1867	17260	2
1205	13104	1
525	497	707
139	707	94
2095	8425	51
927	507	450
1842	1197	97
1833	308	216
215	69	54
2005	11927	618
317	1103	216
1640	8422	29
962	10413	189
300	707	253
672	8684	113
148	3350	221
1035	58	2
1917	302	2
515	1242	264
1676	2616	455
1697	3133	364
1381	3196	73
1657	15886	206
1435	2083	126
1174	5008	450
706	843	12
154	378	89
2097	1412	535
473	7288	150
2096	3109	1884
1796	5926	1189
1076	12141	63
906	536	1206
20	504	154
464	7184	266
2003	3536	148
409	295	805
1575	15391	170
17	680	891
529	6172	257
2038	1032	454
1040	500	622
470	802	542
1165	683	240
1104	258	220
1934	10226	32
2041	1186	327
1761	16515	71
421	329	341
1969	1946	308
1081	1513	71
1235	13374	213
723	691	69
700	545	506
154	227	14
1402	14345	12
1121	12470	4
942	10608	1
2072	5437	1445
481	3200	377
777	75	135
715	181	244
891	1417	533
1730	3092	610
1802	4762	433
1286	229	341
1131	7396	46
825	10423	56
2046	3239	203
1007	3590	51
194	88	1918
859	72	4627
593	681	23284
185	1013	25
636	8759	361
286	89	2146
27	981	67
987	2392	149
989	11590	158
1147	1339	449
1678	498	92
143	992	912
91	475	418
2092	428	154
415	67	1473
643	690	221
489	1360	183
1025	706	781
1348	7756	421
1892	1244	131
46	681	559
1058	5749	126
75	544	535
1144	2855	82
636	2454	253
31	1061	876
1057	360	78
1137	968	93
697	5346	479
764	4620	1258
582	845	1749
1805	383	436
555	676	89
1033	2521	175
727	9627	249
1210	3280	1840
327	1243	1707
1275	229	838
1039	5972	107
1506	203	253
863	1408	121
1798	56	192
637	234	68
1267	1046	715
318	1037	4881
1052	227	127
1055	2987	104
1530	88	887
1246	3288	175
641	3373	1081
567	2398	637
1853	1400	231
436	212	681
849	6539	202
1484	4504	325
1873	17291	568
1897	4130	453
1942	3281	2767
2007	918	2265
431	2794	1132
2015	3782	847
1687	306	612
1146	223	532
1658	10901	228
441	6365	86
2079	4223	444
712	2127	1
762	9864	585
64	1818	494
1639	917	422
1005	11754	1050
1354	554	82
376	917	29001
153	518	201
821	1787	62
1186	311	523
489	234	946
303	1426	198
1484	4218	1097
835	707	143
1211	3430	184
2059	544	682
235	163	194
1012	504	159
1289	418	630
1761	15729	60
1505	15095	532
1138	188	655
214	227	236
1483	333	42
728	229	792
607	8336	551
1743	1035	1860
787	2582	104
958	344	602
504	487	180
1204	1627	516
415	1451	350
812	839	495
578	461	2517
1778	377	337
1315	7259	1
1628	1458	749
1757	1026	130
1944	921	379
1049	159	26
1600	544	437
1114	436	1568
1632	333	92
214	701	131
265	4281	281
1606	466	3504
1310	534	1
835	2787	128
1420	425	415
250	1154	397
628	6217	216
994	6582	122
893	10879	477
1491	56	428
2041	2839	1078
485	1423	62
943	10564	32
410	1035	138
1677	377	703
1766	302	715
477	292	2722
376	6281	19
361	285	335
306	1001	111
282	2343	331
672	691	79
289	227	835
1331	11434	384
1405	629	538
1181	3884	664
2067	18544	103
301	2343	461
57	333	1555
1795	466	225
889	10847	212
1303	5979	213
673	9196	194
1821	464	359
2017	3200	2690
1039	6384	68
472	191	107
516	173	805
583	8306	369
1582	15430	270
186	333	6580
1277	1048	2610
951	11315	509
1917	17611	3
1213	526	35
1508	2184	230
119	2976	123
1915	167	31
1093	946	289
757	9851	4
1399	14330	32
1874	12979	181
1154	12729	814
1998	533	1235
2019	4487	1048
645	63	37
1232	13350	58
1478	686	1095
1070	2661	170
1198	292	573
1382	10555	664
582	8292	13145
1196	1974	1050
835	2790	87
1474	2605	256
1046	1037	446
1067	875	540
1073	12122	423
1841	504	130
273	5060	1968
1424	199	405
920	816	316
1623	6678	1223
521	1043	426
721	1732	207
1720	250	296
1114	1044	211
1824	4205	125
1026	3244	488
1369	300	284
1608	56	45
1157	357	391
1136	3404	840
1198	704	1921
526	2352	45
1786	344	48
1566	709	174
1611	72	1984
1246	4301	202
1725	89	260
1470	197	884
1573	428	400
1633	293	61
394	5443	56
1360	5547	227
2019	5425	1582
634	344	6785
224	343	192
1728	533	137
1026	2370	549
1146	12544	326
1256	159	351
1449	1643	143
1786	2653	100
178	824	621
1489	6567	179
1220	172	722
153	3424	98
1686	172	1824
980	5348	77
196	437	503
243	97	913
43	154	1561
561	7766	890
1596	2786	114
1764	444	300
2095	18694	32
1428	1521	310
300	730	596
606	81	443
236	220	623
363	6128	756
1757	464	1481
37	1112	213
1787	3279	188
1108	1135	56
367	6193	598
1575	227	355
166	734	264
174	868	76
1106	265	2062
1664	12104	324
1684	1249	2
151	3396	51
338	455	555
1914	9824	420
617	8074	262
31	30	150
1648	67	6428
1691	203	149
926	3536	290
1852	3073	116
1407	1512	143
1670	3051	78
1038	3768	172
1498	14981	681
1732	8513	23
1822	16882	25
1846	12209	431
1786	1239	59
2077	487	150
794	3071	33
2067	5667	103
629	8709	592
1091	180	690
637	8771	58
1994	14845	62
1177	8244	251
345	5924	64
1159	4993	179
42	154	1637
193	1398	1571
484	1788	177
1216	1193	179
1497	5301	208
2060	2963	228
1755	2289	202
1749	3456	1967
209	525	69
807	3490	542
1976	2300	1363
771	9914	7
293	701	78
447	7014	778
1375	815	1015
1158	538	265
1500	1795	156
1997	709	284
235	1368	200
565	8144	55
627	930	225
301	67	374
1005	1627	1932
254	1045	1490
1193	13023	830
1887	13935	2294
1151	7724	468
361	290	439
875	1458	102
1765	445	59
1942	72	88079
42	191	161
41	1361	395
851	299	6714
8	296	1039
1313	632	551
517	3158	176
1222	349	843
304	84	26
788	2554	185
551	300	20
1281	769	10
1946	70	372
1559	705	73
1565	421	212
1706	174	1036
1883	1888	816
874	1375	564
216	4381	198
2004	292	634
790	349	978
1207	5444	139
1304	2990	147
1472	14730	148
508	7565	31
662	9079	1788
1331	4801	703
1635	65	170
1864	11871	24
594	190	12
667	466	322
1570	15369	362
352	5984	61
795	257	366
1449	475	265
1583	526	301
1956	17882	145
885	314	349
1015	11805	142
1633	349	136
189	978	1176
850	6241	4626
1103	357	26
1225	522	17
2010	424	1344
728	7074	621
1012	331	56
929	7301	87
1246	13438	251
174	3427	271
1504	15075	12520
853	535	248
2031	911	7162
682	1038	114
673	1681	254
1858	227	114
39	1277	57
789	3227	1954
1071	972	535
1787	512	203
1690	525	458
223	2019	781
1522	3686	150
1303	964	238
146	320	207
1781	16647	133
116	234	185
201	186	215
1710	16201	88
1620	412	286
203	2595	38
1964	1117	146
678	234	185
1922	225	30
1223	6742	683
342	5892	77
1237	689	841
559	4795	27
243	58	3234
694	3436	526
1867	230	346
1442	827	497
1443	924	47
1511	486	100
1116	239	13
1274	2893	176
17	300	1089
1011	466	265
930	701	1883
1194	1109	1016
663	9114	148
2096	18698	1288
1465	328	675
178	1639	524
476	228	587
1555	328	428
1896	823	183
572	890	113
213	2744	1387
519	7710	312
257	4876	79
1426	14493	87
1283	908	1344
219	324	1438
98	40	87
1906	187	112
870	2595	42
1887	3779	74
1473	328	264
1674	55	64
1761	1828	245
736	5058	2640
1911	207	1437
816	289	11
1566	228	399
157	1372	882
1625	15673	8
1079	10859	628
550	4275	176
452	163	50
1300	548	677
1514	3768	176
942	525	1
1747	237	30
1395	1888	153
155	1206	3366
1752	689	397
1829	306	1475
2094	18658	2013
284	712	4
1976	17984	369
896	2716	955
444	6970	125
2008	704	695
719	918	61
674	4561	563
1177	8727	251
78	2164	123
1038	1019	216
1372	7008	215
1944	5158	1113
264	175	280
1134	533	4
1957	527	428
1803	681	114
1247	679	1450
1841	515	464
1776	2432	434
746	5310	223
618	8609	383
433	6822	181
466	1905	134
312	3193	319
1907	2681	352
809	7994	1550
798	10103	45
1130	65	96
908	10979	32
1855	3266	104
1644	1810	5
828	1132	148
1271	3458	619
258	300	21
1701	12143	684
1627	707	1462
2087	300	337
726	1923	4
1980	190	98
1186	298	943
215	3475	13
960	377	453
1835	233	77
1428	4156	326
1160	412	2111
264	166	654
1855	1492	209
1291	962	174
934	964	157
1662	475	278
948	5879	281
736	9689	1010
163	344	368
1820	316	138
1001	679	2745
1816	11484	319
900	289	176
761	599	480
622	2491	271
731	96	56
1696	4369	16
773	9927	3476
1815	65	314
1740	3164	558
1023	970	145
1992	1878	707
1497	4675	1089
1281	1131	12
585	432	454
338	2787	118
1869	4348	214
353	913	193
1577	344	568
1036	630	353
1542	206	124
1414	228	270
735	518	45
461	7139	23
368	1075	295
903	3543	1093
1474	2691	1073
723	9547	53
1151	4177	6312
706	517	8
1422	56	64
144	458	45
1683	1246	331
1060	769	985
733	679	1217
1425	8676	305
1621	15625	63
572	306	320
460	986	262
131	3141	152
1140	1745	138
1287	2835	51
1553	15294	274
1710	1112	245
1860	1349	424
761	5045	521
41	954	580
1235	6060	1055
575	1243	176
404	209	41
56	1658	477
1789	1400	877
1374	2959	123
533	7839	276
345	295	27
1930	17665	738
1597	706	158
159	155	1226
874	154	824
1741	757	338
1871	332	62
1233	9134	451
395	1281	88
1071	310	451
732	701	8417
1733	8259	165
478	7337	190
2014	601	189
1761	16522	48
837	603	329
691	300	1002
32	1105	144
2078	70	617
1968	1873	232
1705	969	721
1903	532	215
584	5767	950
1236	2818	1251
579	8247	306
914	1270	4507
349	5126	309
1658	15902	201
418	1243	314
202	928	457
2059	690	510
1198	300	1057
997	1948	357
97	2591	181
1999	1781	1018
1727	517	359
580	8272	538
1116	247	20
1068	7	103
1588	2444	32
235	4613	140
915	1401	189
1210	996	1287
1188	1062	630
1589	9260	111
305	538	153
546	7902	1217
1670	3084	62
581	220	4040
1489	486	3856
1488	7902	9
1509	198	690
1440	14574	198
1839	2004	85
363	918	1836
1971	5638	2868
1385	12275	133
997	10549	329
708	5299	3
153	3417	148
1079	1389	1593
1191	630	110
14	593	610
1428	707	718
8	342	753
617	3488	234
1584	1183	182
166	3674	88
171	3730	156
1701	436	71
2056	3307	16
834	10495	153
1288	13701	106
1962	1888	312
1423	331	365
1259	2524	405
